,gene,score,logFC,pval,pval_adj,cluster
38802,DUSP5,1.0392625,,0.2986826725235803,0.999445343523405,8
38803,POLR1C,1.0353233,,0.3005179700527306,0.999445343523405,8
38804,S100B,1.032311,,0.30192649352929546,0.999445343523405,8
38805,HEXD,1.0299937,,0.3030129582392589,0.999445343523405,8
38806,AC008555.4,1.0128465,,0.3111335059447472,0.999445343523405,8
38807,RAMAC,1.0093707,,0.31279690215994993,0.999445343523405,8
38808,LPCAT1,1.009139,,0.3129080030961343,0.999445343523405,8
38809,MPP6,1.0068218,,0.3140204415167962,0.999445343523405,8
38810,TULP4,1.0056632,,0.31457763510400205,0.999445343523405,8
38811,ERMP1,0.9987116,,0.31793443838422575,0.999445343523405,8
38812,DXO,0.9956992,,0.31939631584320827,0.999445343523405,8
38813,JMJD4,0.99291855,,0.3207496388263925,0.999445343523405,8
38814,CTDSPL2,0.99060136,,0.32188026616024734,0.999445343523405,8
38815,DHCR7,0.9880525,,0.323126957192045,0.999445343523405,8
38816,ZDHHC18,0.98573524,,0.3242630406848954,0.999445343523405,8
38817,IFI6,0.9852718,,0.3244905691419384,0.999445343523405,8
38818,ZNF28,0.9841132,,0.3250598449152342,0.999445343523405,8
38819,APOBEC3H,0.98318636,,0.3255157331416556,0.999445343523405,8
38820,RBBP5,0.98202777,,0.3260861779135735,0.999445343523405,8
38821,DUSP23,0.98063743,,0.3267715688551587,0.999445343523405,8
38822,NPDC1,0.97832024,,0.3279159650597602,0.999445343523405,8
38823,SAMD9L,0.97623473,,0.3289481422935022,0.999445343523405,8
38824,RNF169,0.96812457,,0.33298215961965527,0.999445343523405,8
38825,IFITM2,0.96302676,,0.33553410428011754,0.999445343523405,8
38826,ZNF626,0.962795,,0.3356504002110424,0.999445343523405,8
38827,AC022706.1,0.9595509,,0.33728126760775246,0.999445343523405,8
38828,RNF216P1,0.9588558,,0.3376314007508675,0.999445343523405,8
38829,NOL4L,0.95816064,,0.3379817673555029,0.999445343523405,8
38830,CCDC102A,0.9572337,,0.3384492859669008,0.999445343523405,8
38831,TESC,0.9567703,,0.3386832008940651,0.999445343523405,8
38832,PAFAH2,0.9528311,,0.34067566592009,0.999445343523405,8
38833,EDDM13,0.9521359,,0.34102805525639734,0.999445343523405,8
38834,HMGCS1,0.9488918,,0.3426756235554115,0.999445343523405,8
38835,KCNA3,0.9465746,,0.34385556804214745,0.999445343523405,8
38836,ABCB8,0.94425744,,0.34503810345741726,0.999445343523405,8
38837,AC009163.7,0.94425744,,0.34503810345741726,0.999445343523405,8
38838,LMOD3,0.9424037,,0.3459859968060657,0.999445343523405,8
38839,FAM104A,0.9414768,,0.3464605650299968,0.999445343523405,8
38840,FOXM1,0.93962306,,0.3474109443472314,0.999445343523405,8
38841,TMEM99,0.9329032,,0.3508699554961935,0.999445343523405,8
38842,ADGRG5,0.93243974,,0.3511093100393834,0.999445343523405,8
38843,LBHD1,0.93128115,,0.3517081489957361,0.999445343523405,8
38844,CFLAR-AS1,0.9298908,,0.3524276090931102,0.999445343523405,8
38845,MAP4,0.92664677,,0.3541099685775848,0.999445343523405,8
38846,GON7,0.92618334,,0.35435071917182925,0.999445343523405,8
38847,DNAJB2,0.9222441,,0.35640127160957114,0.999445343523405,8
38848,LRRC45,0.91830486,,0.35845928710924757,0.999445343523405,8
38849,AC026979.2,0.91737795,,0.35894461012332035,0.999445343523405,8
38850,RDH11,0.91621935,,0.35955184444586774,0.999445343523405,8
38851,ANKRD52,0.91459733,,0.36040305596656497,0.999445343523405,8
38852,AMPH,0.9104264,,0.36259768748788757,0.999445343523405,8
38853,STK19,0.9101947,,0.362719856340448,0.999445343523405,8
38854,PDLIM1,0.9092678,,0.3632087894328593,0.999445343523405,8
38855,TNFSF14,0.9085726,,0.36357575978672363,0.999445343523405,8
38856,PCED1B,0.90718234,,0.36431039602095583,0.999445343523405,8
38857,AC092067.1,0.9062554,,0.3648006686150539,0.999445343523405,8
38858,AL592295.5,0.8988404,,0.368737674783418,0.999445343523405,8
38859,IKZF2,0.8946695,,0.370963813102289,0.999445343523405,8
38860,AC079305.3,0.8935109,,0.371583662197254,0.999445343523405,8
38861,NSG1,0.8904985,,0.37319827403989414,0.999445343523405,8
38862,MED16,0.88864475,,0.37419403719249056,0.999445343523405,8
38863,CFAP20,0.88864475,,0.37419403719249056,0.999445343523405,8
38864,DDR1-DT,0.8881813,,0.37444323452493833,0.999445343523405,8
38865,ZNF136,0.8821566,,0.37769213184144645,0.999445343523405,8
38866,SPON1,0.8812297,,0.37819349950817194,0.999445343523405,8
38867,RFX7,0.8691803,,0.3847485241551125,0.999445343523405,8
38868,PCYT2,0.86848515,,0.3851288064635068,0.999445343523405,8
38869,AC008625.1,0.86732656,,0.3857631206420311,0.999445343523405,8
38870,AL109767.1,0.86500937,,0.3870336619823277,0.999445343523405,8
38871,AL049840.5,0.8645459,,0.38728807621200345,0.999445343523405,8
38872,ESR2,0.8643142,,0.3874153215608934,0.999445343523405,8
38873,FGF13,0.86408246,,0.38754259239684985,0.999445343523405,8
38874,AC007292.2,0.863619,,0.38779721052303895,0.999445343523405,8
38875,CLDN15,0.861997,,0.3886891765519782,0.999445343523405,8
38876,DDX56,0.86130184,,0.38907182978669763,0.999445343523405,8
38877,RRN3P1,0.85898465,,0.3903489954813677,0.999445343523405,8
38878,PHACTR2,0.8582895,,0.39073264147791076,0.999445343523405,8
38879,CREB3,0.85666746,,0.39162870582301246,0.999445343523405,8
38880,PMAIP1,0.8531916,,0.3935530385699063,0.999445343523405,8
38881,AC092683.1,0.8524965,,0.39393859113529417,0.999445343523405,8
38882,TCEAL3,0.8524965,,0.39393859113529417,0.999445343523405,8
38883,PLCG1,0.8492524,,0.3957408576052045,0.999445343523405,8
38884,LINC02245,0.8492524,,0.3957408576052045,0.999445343523405,8
38885,FAHD2A,0.84739864,,0.39677295689614933,0.999445343523405,8
38886,AC025263.1,0.8455449,,0.3978066787557122,0.999445343523405,8
38887,HIST2H2BC,0.8436911,,0.39884202217686715,0.999445343523405,8
38888,AC004585.1,0.84044707,,0.40065777197203856,0.999445343523405,8
38889,TSPYL4,0.83998364,,0.40091756961217384,0.999445343523405,8
38890,ERICH6-AS1,0.83998364,,0.40091756961217384,0.999445343523405,8
38891,AC245060.6,0.83442235,,0.40404302656876667,0.999445343523405,8
38892,TM2D2,0.8341906,,0.40417356962323103,0.999445343523405,8
38893,BX323046.2,0.83326375,,0.4046959941816779,0.999445343523405,8
38894,ZBTB2,0.8251536,,0.4092844116141915,0.999445343523405,8
38895,SPIRE2,0.81588477,,0.41456603706631834,0.999445343523405,8
38896,AC116348.4,0.8128724,,0.41629120508664197,0.999445343523405,8
38897,KIR2DS4,0.81032354,,0.4177542663892456,0.999445343523405,8
38898,ABCD2,0.8080063,,0.41908694720159945,0.999445343523405,8
38899,HOXB2,0.80754286,,0.4193537831468864,0.999445343523405,8
38900,NUDT2,0.806616,,0.4198877546612575,0.999445343523405,8
38901,TRAF5,0.80082303,,0.423234118333514,0.999445343523405,8
38902,LRP2BP,0.80035955,,0.42350250016912583,0.999445343523405,8
38903,UNK,0.79896927,,0.42430824298966674,0.999445343523405,8
38904,AC005736.1,0.7966521,,0.4256531374853777,0.999445343523405,8
38905,CDKN2AIP,0.7966521,,0.4256531374853777,0.999445343523405,8
38906,RAD9B,0.7954935,,0.4263265167607151,0.999445343523405,8
38907,NF1,0.793408,,0.42754016392800076,0.999445343523405,8
38908,CYB561,0.7899322,,0.429567374465155,0.999445343523405,8
38909,AC008507.4,0.78970045,,0.4297027201100737,0.999445343523405,8
38910,KIF21A,0.78854185,,0.43037981981551854,0.999445343523405,8
38911,MAGOHB,0.78854185,,0.43037981981551854,0.999445343523405,8
38912,GNAO1,0.7878467,,0.43078637672464926,0.999445343523405,8
38913,RFPL3S,0.787615,,0.4309219451921531,0.999445343523405,8
38914,ZNF528-AS1,0.7848343,,0.4325506960640688,0.999445343523405,8
38915,SRGN,0.7841392,,0.43295843996576067,0.999445343523405,8
38916,IL7R,0.7820537,,0.43418300530032405,0.999445343523405,8
38917,FAM3A,0.78019994,,0.4352731859224973,0.999445343523405,8
38918,ANKS3,0.7792731,,0.43581886802652525,0.999445343523405,8
38919,Z97192.3,0.7785779,,0.43622838836341404,0.999445343523405,8
38920,AC008676.1,0.7774193,,0.436911414901595,0.999445343523405,8
38921,TRIM16,0.7741752,,0.4388271624545995,0.999445343523405,8
38922,AC025171.3,0.7723215,,0.439924038780128,0.999445343523405,8
38923,CMSS1,0.77046776,,0.441022486623729,0.999445343523405,8
38924,PAPOLG,0.76954085,,0.44157229938763387,0.999445343523405,8
38925,RNF139-AS1,0.76838225,,0.4422601169992151,0.999445343523405,8
38926,HCG25,0.7665285,,0.4433618992272059,0.999445343523405,8
38927,WDR60,0.7658333,,0.4437754715610701,0.999445343523405,8
38928,SH2B1,0.7658333,,0.4437754715610701,0.999445343523405,8
38929,TMEM107,0.76444304,,0.44460327684958445,0.999445343523405,8
38930,TFDP2,0.7639796,,0.44487940759518574,0.999445343523405,8
38931,THRA1/BTR,0.7639796,,0.44487940759518574,0.999445343523405,8
38932,PIN4P1,0.7637479,,0.44501750963839526,0.999445343523405,8
38933,TSPOAP1,0.75980866,,0.44736898159222016,0.999445343523405,8
38934,ARL4D,0.7595769,,0.44750752313061004,0.999445343523405,8
38935,ZNF831,0.7595769,,0.44750752313061004,0.999445343523405,8
38936,FASLG,0.7593452,,0.4476460890556859,0.999445343523405,8
38937,AC233280.1,0.7572597,,0.44889427926164227,0.999445343523405,8
38938,SWI5,0.7556377,,0.449866457867068,0.999445343523405,8
38939,USF3,0.7507716,,0.45279014308580734,0.999445343523405,8
38940,PPP1R16B,0.749613,,0.45348783695275174,0.999445343523405,8
38941,PKD1,0.7486861,,0.4540464285375003,0.999445343523405,8
38942,PRR7,0.74822265,,0.4543258697546103,0.999445343523405,8
38943,PIM1,0.74544203,,0.4560045513373886,0.999445343523405,8
38944,AL137779.1,0.74080765,,0.4588100915150607,0.999445343523405,8
38945,MTX2,0.7401125,,0.4592317553906209,0.999445343523405,8
38946,CENPV,0.73988074,,0.4593723582425996,0.999445343523405,8
38947,PLCD1,0.7371001,,0.4610614718874343,0.999445343523405,8
38948,POLA2,0.7357098,,0.4619073286710331,0.999445343523405,8
38949,GPN1,0.73292917,,0.46360163841877133,0.999445343523405,8
38950,AL512356.3,0.7317706,,0.46430862132083317,0.999445343523405,8
38951,CDK11A,0.7301485,,0.4652994047034692,0.999445343523405,8
38952,ABCB1,0.7273679,,0.4670006214230211,0.999445343523405,8
38953,RAP1GAP2,0.72690445,,0.46728449256976634,0.999445343523405,8
38954,FBXL2,0.726441,,0.4675684593620084,0.999445343523405,8
38955,LINC02073,0.72597754,,0.4678525217709635,0.999445343523405,8
38956,MINDY3,0.72574586,,0.4679945888226996,0.999445343523405,8
38957,DZIP3,0.72458726,,0.46870528240950915,0.999445343523405,8
38958,SLC17A7,0.7220383,,0.4702709086837543,0.999445343523405,8
38959,GOLGA8A,0.72180665,,0.4704133814292122,0.999445343523405,8
38960,CDH13,0.72018456,,0.4714113577245018,0.999445343523405,8
38961,VAV3,0.71740395,,0.47312488738726055,0.999445343523405,8
38962,RPP25L,0.71624535,,0.4738398683044386,0.999445343523405,8
38963,LINC01877,0.714855,,0.47469862887136893,0.999445343523405,8
38964,FAM111A-DT,0.71392816,,0.475271610369118,0.999445343523405,8
38965,AC009831.3,0.71392816,,0.475271610369118,0.999445343523405,8
38966,AL031846.2,0.713233,,0.4757015954090752,0.999445343523405,8
38967,ARHGAP18,0.71300125,,0.4758449711482897,0.999445343523405,8
38968,AL135818.1,0.71022063,,0.4775673267518893,0.999445343523405,8
38969,AL135791.1,0.7097572,,0.477854717217716,0.999445343523405,8
38970,CCND2,0.7092938,,0.4781422022302445,0.999445343523405,8
38971,AHSA2P,0.7088303,,0.4784297817588141,0.999445343523405,8
38972,RN7SL589P,0.70558625,,0.4804454823217922,0.999445343523405,8
38973,ZNF767P,0.7053545,,0.48058963781363195,0.999445343523405,8
38974,C1orf112,0.7030373,,0.48203248807292,0.999445343523405,8
38975,SH3TC2,0.7028056,,0.48217690254701795,0.999445343523405,8
38976,AP002387.2,0.6997933,,0.4840564296315295,0.999445343523405,8
38977,AC010883.3,0.6979395,,0.48521503363883534,0.999445343523405,8
38978,MFSD9,0.69724435,,0.4856498969658556,0.999445343523405,8
38979,TXLNA,0.6967809,,0.48593992298354594,0.999445343523405,8
38980,FAHD1,0.6967809,,0.48593992298354594,0.999445343523405,8
38981,PAQR5,0.69608575,,0.4863751376295261,0.999445343523405,8
38982,FSIP2,0.69376856,,0.48782737384554586,0.999445343523405,8
38983,ABCF3,0.69284165,,0.48840892277553105,0.999445343523405,8
38984,ABHD4,0.69284165,,0.48840892277553105,0.999445343523405,8
38985,AP1S1,0.69168305,,0.4891363842530275,0.999445343523405,8
38986,TRAPPC2B,0.6875121,,0.4917600708703005,0.999445343523405,8
38987,TRADD,0.6861218,,0.49263630858331175,0.999445343523405,8
38988,FAM126B,0.6851949,,0.49322093170612946,0.999445343523405,8
38989,AC011773.4,0.68426806,,0.49380592623656205,0.999445343523405,8
38990,AL365475.1,0.6838046,,0.4940985626962475,0.999445343523405,8
38991,ANKRD20A11P,0.6828777,,0.4946841138373431,0.999445343523405,8
38992,LINC01588,0.6817191,,0.49541657408359185,0.999445343523405,8
38993,OTUD7B,0.6814874,,0.49556313560014253,0.999445343523405,8
38994,SGPL1,0.6807923,,0.49600295900858293,0.999445343523405,8
38995,LINC00402,0.6805605,,0.49614961308359307,0.999445343523405,8
38996,CTSF,0.6800971,,0.4964429906165574,0.999445343523405,8
38997,NFATC2,0.6789385,,0.49717683898522347,0.999445343523405,8
38998,S1PR1,0.67870677,,0.49732367797410093,0.999445343523405,8
38999,ZKSCAN2-DT,0.67824334,,0.4976174252330088,0.999445343523405,8
39000,ZNF337-AS1,0.67754817,,0.4980582192603902,0.999445343523405,8
39001,RAB8B,0.676853,,0.49849922095224364,0.999445343523405,8
39002,AL031777.3,0.676853,,0.49849922095224364,0.999445343523405,8
39003,AL137139.2,0.6756944,,0.49923468493511425,0.999445343523405,8
39004,AC018628.2,0.67245036,,0.5012970466332662,0.999445343523405,8
39005,AC016957.2,0.6708283,,0.5023299171918935,0.999445343523405,8
39006,LDHC,0.6689745,,0.503511717522648,0.999445343523405,8
39007,AC073263.2,0.6689745,,0.503511717522648,0.999445343523405,8
39008,CDC25B,0.6685111,,0.5038073968303232,0.999445343523405,8
39009,TMEM229B,0.6671208,,0.5046949843318472,0.999445343523405,8
39010,LINC00649,0.6661939,,0.5052871669627716,0.999445343523405,8
39011,AC022506.2,0.66480356,,0.5061761266474128,0.999445343523405,8
39012,ANKRD20A5P,0.6610961,,0.5085507020296084,0.999445343523405,8
39013,ZNF263,0.6599375,,0.509293952747615,0.999445343523405,8
39014,POMC,0.6599375,,0.509293952747615,0.999445343523405,8
39015,CCR5,0.65924233,,0.509740176098558,0.999445343523405,8
39016,RASGRF2,0.6583154,,0.5103354587206881,0.999445343523405,8
39017,EIF5A2,0.65808374,,0.5104843361593296,0.999445343523405,8
39018,LINC01618,0.65599823,,0.5118252542508025,0.999445343523405,8
39019,IP6K2,0.65414447,,0.5130187226476768,0.999445343523405,8
39020,ULK3,0.65414447,,0.5130187226476768,0.999445343523405,8
39021,AC009812.1,0.65344936,,0.5134666467627284,0.999445343523405,8
39022,IFT74,0.6529859,,0.513765375911662,0.999445343523405,8
39023,AC002467.1,0.6522907,,0.5142136391514527,0.999445343523405,8
39024,PBX1,0.6522907,,0.5142136391514527,0.999445343523405,8
39025,TMEM171,0.65136385,,0.5148116397082634,0.999445343523405,8
39026,MRPS9,0.6499735,,0.5157093175939182,0.999445343523405,8
39027,MCPH1,0.64811975,,0.516907483711458,0.999445343523405,8
39028,PPP3CA,0.64788806,,0.5170573558039318,0.999445343523405,8
39029,DGKA,0.64788806,,0.5170573558039318,0.999445343523405,8
39030,TIMM23B,0.64742464,,0.5173571674894358,0.999445343523405,8
39031,AC007342.7,0.64533913,,0.5187074329069342,0.999445343523405,8
39032,THAP7-AS1,0.64302194,,0.520209860431897,0.999445343523405,8
39033,GOLGA4,0.64186335,,0.5209619146018095,0.999445343523405,8
39034,P2RY11,0.6393144,,0.522618402313907,0.999445343523405,8
39035,ODC1,0.638851,,0.5229198723330158,0.999445343523405,8
39036,EID3,0.63746065,,0.5238248178510271,0.999445343523405,8
39037,Metazoa_SRP-60,0.63746065,,0.5238248178510271,0.999445343523405,8
39038,DIP2A,0.6369972,,0.5241266447159163,0.999445343523405,8
39039,AC016727.3,0.6349118,,0.5254859678528849,0.999445343523405,8
39040,CD59,0.6342166,,0.525939475975788,0.999445343523405,8
39041,HERC5,0.6332897,,0.5265444645417156,0.999445343523405,8
39042,FXYD7,0.63282627,,0.5268470920523931,0.999445343523405,8
39043,AC010168.2,0.6318994,,0.5274526133344325,0.999445343523405,8
39044,AC005520.2,0.6309725,,0.5280584893704814,0.999445343523405,8
39045,FOXD2,0.6295822,,0.5289679679034685,0.999445343523405,8
39046,AC106739.1,0.6274967,,0.5303336786816499,0.999445343523405,8
39047,SNX25,0.6263381,,0.5310931798789517,0.999445343523405,8
39048,TRIM73,0.6258747,,0.5313971347706933,0.999445343523405,8
39049,TRMT6,0.62332577,,0.5330704617615301,0.999445343523405,8
39050,ZNF19,0.62216717,,0.5338319449102213,0.999445343523405,8
39051,PKD1L2,0.62170374,,0.5341366919546645,0.999445343523405,8
39052,AC005261.1,0.62170374,,0.5341366919546645,0.999445343523405,8
39053,ARL6IP6,0.6212403,,0.5344415268160567,0.999445343523405,8
39054,HHAT,0.62077683,,0.5347464494542131,0.999445343523405,8
39055,SLC37A4,0.6203134,,0.5350514598289006,0.999445343523405,8
39056,TMC5,0.6191548,,0.5358143693484627,0.999445343523405,8
39057,C17orf107,0.61660594,,0.5374946964972095,0.999445343523405,8
39058,AC005540.1,0.61614245,,0.5378004946820318,0.999445343523405,8
39059,DCAF16,0.6154473,,0.538259355693061,0.999445343523405,8
39060,ADAM22,0.6152156,,0.5384123530053591,0.999445343523405,8
39061,ATAD5,0.6128984,,0.5399435249705542,0.999445343523405,8
39062,FGFR1,0.61220324,,0.5404033011379807,0.999445343523405,8
39063,PLEKHB1,0.6103495,,0.5416303273565707,0.999445343523405,8
39064,AL117332.1,0.6091909,,0.5423979243092982,0.999445343523405,8
39065,NPC1,0.608264,,0.543012392118699,0.999445343523405,8
39066,ZNF683,0.60780054,,0.5433197559916341,0.999445343523405,8
39067,HIST1H2BN,0.6073371,,0.5436272064545973,0.999445343523405,8
39068,UFSP1,0.6068737,,0.543934743465931,0.999445343523405,8
39069,RTP4,0.6059468,,0.5445500769668347,0.999445343523405,8
39070,CNOT9,0.60316616,,0.546398150282895,0.999445343523405,8
39071,AC011466.4,0.60316616,,0.546398150282895,0.999445343523405,8
39072,CALM3,0.60316616,,0.546398150282895,0.999445343523405,8
39073,ADRB2,0.60270274,,0.5467064643469068,0.999445343523405,8
39074,TMEM186,0.6022393,,0.5470148645400258,0.999445343523405,8
39075,FDXR,0.5999221,,0.5485581559637009,0.999445343523405,8
39076,CACNG2,0.5996904,,0.5487126032719363,0.999445343523405,8
39077,F2R,0.5985318,,0.5494851616592153,0.999445343523405,8
39078,GFI1,0.59714144,,0.5504129390828316,0.999445343523405,8
39079,CDC34,0.596678,,0.5507223695201026,0.999445343523405,8
39080,PCNA,0.5962146,,0.5510318855341481,0.999445343523405,8
39081,RFX3-AS1,0.5943608,,0.5522708045007964,0.999445343523405,8
39082,AC022973.1,0.5878727,,0.5566177583567642,0.999445343523405,8
39083,KLRC4,0.58648235,,0.5575514137865809,0.999445343523405,8
39084,FAHD2B,0.58625066,,0.557707097102293,0.999445343523405,8
39085,VCPKMT,0.58509207,,0.5584858308264027,0.999445343523405,8
39086,ZNF429,0.5839334,,0.5592650926225179,0.999445343523405,8
39087,AP001350.1,0.58254313,,0.5602009028631433,0.999445343523405,8
39088,MALINC1,0.58138454,,0.5609813239909514,0.999445343523405,8
39089,EOGT,0.5795308,,0.5622310912988369,0.999445343523405,8
39090,AFAP1,0.57675016,,0.5641082601628766,0.999445343523405,8
39091,AC004687.3,0.5762867,,0.5644214148218327,0.999445343523405,8
39092,AL031600.2,0.5739695,,0.5659884419157774,0.999445343523405,8
39093,LAX1,0.5739695,,0.5659884419157774,0.999445343523405,8
39094,AC005972.3,0.57350606,,0.5663020977790703,0.999445343523405,8
39095,SELENOI,0.5716523,,0.5675575545412996,0.999445343523405,8
39096,TBC1D10A,0.57118887,,0.567871626832571,0.999445343523405,8
39097,CRIM1,0.57118887,,0.567871626832571,0.999445343523405,8
39098,LINC01943,0.5697985,,0.5688143424214154,0.999445343523405,8
39099,ADAM8,0.5697985,,0.5688143424214154,0.999445343523405,8
39100,SLC9B2,0.5688717,,0.5694432346211341,0.999445343523405,8
39101,ARHGAP26,0.56794477,,0.5700724585073412,0.999445343523405,8
39102,DNASE1,0.56794477,,0.5700724585073412,0.999445343523405,8
39103,RNF227,0.5670179,,0.5707020137141198,0.999445343523405,8
39104,AC074286.1,0.56516415,,0.5719621166219111,0.999445343523405,8
39105,PXYLP1,0.5647007,,0.5722773488503572,0.999445343523405,8
39106,SLC25A4,0.56400555,,0.5727503518820036,0.999445343523405,8
39107,CDK19,0.5633104,,0.573223540401937,0.999445343523405,8
39108,LPAR3,0.5633104,,0.573223540401937,0.999445343523405,8
39109,C9orf40,0.5633104,,0.573223540401937,0.999445343523405,8
39110,ATP8A1,0.5633104,,0.573223540401937,0.999445343523405,8
39111,C10orf143,0.5633104,,0.573223540401937,0.999445343523405,8
