,gene,score,logFC,pval,pval_adj,cluster
22617,TNFRSF4,-0.3748047,,0.707805716955301,1.0,4
22618,UBXN6,-0.3751988,,0.7075126087640741,1.0,4
22619,NET1,-0.3765782,,0.7064870716482938,1.0,4
22620,AC009961.1,-0.3771694,,0.7060477186791593,1.0,4
22621,KIF9-AS1,-0.3771694,,0.7060477186791593,1.0,4
22622,CD5,-0.3781547,,0.705315681468756,1.0,4
22623,ALDH1L1,-0.37835175,,0.7051693067312734,1.0,4
22624,FANCM,-0.37973115,,0.7041449894027261,1.0,4
22625,AC100861.1,-0.38150468,,0.7028287983944634,1.0,4
22626,PFKFB3,-0.38150468,,0.7028287983944634,1.0,4
22627,ACRBP,-0.38308114,3.405525,0.7016595980865441,1.0,4
22628,LINC01341,-0.38308114,,0.7016595980865441,1.0,4
22629,APCDD1,-0.38308114,,0.7016595980865441,1.0,4
22630,CLEC5A,-0.38308114,,0.7016595980865441,1.0,4
22631,ZNF565,-0.38308114,,0.7016595980865441,1.0,4
22632,INHBA-AS1,-0.38308114,,0.7016595980865441,1.0,4
22633,AC103719.1,-0.38308114,,0.7016595980865441,1.0,4
22634,DNASE1L3,-0.38308114,,0.7016595980865441,1.0,4
22635,AC007494.2,-0.38308114,,0.7016595980865441,1.0,4
22636,AL024507.2,-0.38347527,,0.7013674082070419,1.0,4
22637,AC124944.2,-0.38347527,,0.7013674082070419,1.0,4
22638,ARHGAP32,-0.38367233,,0.7012213298235428,1.0,4
22639,R3HCC1L,-0.38623407,,0.6993233175970477,1.0,4
22640,L2HGDH,-0.38643113,,0.6991773942685744,1.0,4
22641,AC018809.2,-0.38781056,,0.6981562423625935,1.0,4
22642,LDHB,-0.38859877,,0.6975729720776482,1.0,4
22643,CHIC2,-0.38859877,,0.6975729720776482,1.0,4
22644,CDK19,-0.38918996,,0.6971356365743681,1.0,4
22645,AL450998.2,-0.38978112,,0.6966984016813206,1.0,4
22646,AC124016.2,-0.39017525,,0.6964069677112135,1.0,4
22647,EPHX2,-0.39017525,,0.6964069677112135,1.0,4
22648,PIK3CG,-0.39056936,,0.6961155785527631,1.0,4
22649,AQP4-AS1,-0.39056936,,0.6961155785527631,1.0,4
22650,NUDT19,-0.39056936,,0.6961155785527631,1.0,4
22651,SHMT1,-0.39056936,,0.6961155785527631,1.0,4
22652,HIST1H1E,-0.39096346,,0.6958242342443324,1.0,4
22653,ANXA2,-0.39116055,,0.6956785789208577,1.0,4
22654,MBTPS2,-0.39293405,,0.6943681867938118,1.0,4
22655,ARHGAP5,-0.39293405,,0.6943681867938118,1.0,4
22656,U47924.2,-0.39352524,,0.6939315921049929,1.0,4
22657,CASK,-0.39391935,,0.6936405853925438,1.0,4
22658,AC044849.1,-0.39431345,,0.693349623855402,1.0,4
22659,MPIG6B,-0.3945105,,0.6932041600395016,1.0,4
22660,ZNF576,-0.39490464,,0.6929132663368918,1.0,4
22661,BCS1L,-0.39490464,,0.6929132663368918,1.0,4
22662,BZW2,-0.39490464,,0.6929132663368918,1.0,4
22663,ADAP1,-0.39529875,,0.6926224179049878,1.0,4
22664,AIMP2,-0.39687523,,0.6914594776466209,1.0,4
22665,AL731571.1,-0.39726934,,0.6911688561397134,1.0,4
22666,PTX3,-0.39726934,,0.6911688561397134,1.0,4
22667,AL008729.1,-0.39726934,,0.6911688561397134,1.0,4
22668,AP001816.1,-0.39726934,,0.6911688561397134,1.0,4
22669,DGCR9,-0.39726934,,0.6911688561397134,1.0,4
22670,CD9,-0.39726934,4.2666183,0.6911688561397134,1.0,4
22671,AL138824.1,-0.39726934,,0.6911688561397134,1.0,4
22672,CERCAM,-0.39726934,,0.6911688561397134,1.0,4
22673,AC108099.1,-0.39726934,,0.6911688561397134,1.0,4
22674,AC007786.1,-0.39726934,,0.6911688561397134,1.0,4
22675,AC053545.1,-0.39726934,,0.6911688561397134,1.0,4
22676,C8orf58,-0.39726934,,0.6911688561397134,1.0,4
22677,NEXN,-0.39766344,,0.6908782801319584,1.0,4
22678,ENDOD1,-0.39805758,,0.6905877496613599,1.0,4
22679,SARDH,-0.39805758,,0.6905877496613599,1.0,4
22680,ARL10,-0.3984517,,0.6902972647659023,1.0,4
22681,PGAP3,-0.3988458,,0.690006825483549,1.0,4
22682,KBTBD7,-0.39904287,,0.6898616229591449,1.0,4
22683,LIX1,-0.40042228,,0.6888455252437569,1.0,4
22684,RRP8,-0.40061933,,0.6887004141920255,1.0,4
22685,ZBTB20,-0.40140757,,0.6881200845862603,1.0,4
22686,HYLS1,-0.40199873,,0.6876849578455158,1.0,4
22687,TIMM8A,-0.40199873,,0.6876849578455158,1.0,4
22688,ABCB4,-0.40278697,,0.6871049497184316,1.0,4
22689,CDC34,-0.40278697,,0.6871049497184316,1.0,4
22690,CHEK2,-0.40278697,,0.6871049497184316,1.0,4
22691,MCUR1,-0.40318108,,0.6868150146800835,1.0,4
22692,ZNF529,-0.40377226,,0.6863801985101521,1.0,4
22693,AP000769.1,-0.40377226,,0.6863801985101521,1.0,4
22694,CA5BP1,-0.40436342,,0.6859454861184107,1.0,4
22695,RAD51-AS1,-0.40475756,,0.6856557355745798,1.0,4
22696,BMPR2,-0.40554577,,0.6850763731778793,1.0,4
22697,ANAPC4,-0.40613696,,0.6846419728830231,1.0,4
22698,CERS4,-0.40751636,,0.6836287779709,1.0,4
22699,CD151,-0.40791047,,0.6833393982215257,1.0,4
22700,PRUNE2,-0.41145754,,0.6807370782851592,1.0,4
22701,HRG,-0.41145754,,0.6807370782851592,1.0,4
22702,PLD5,-0.41145754,,0.6807370782851592,1.0,4
22703,IFIT1,-0.41145754,,0.6807370782851592,1.0,4
22704,AC073263.2,-0.41145754,,0.6807370782851592,1.0,4
22705,CLEC4G,-0.41145754,,0.6807370782851592,1.0,4
22706,ST6GALNAC3,-0.41145754,,0.6807370782851592,1.0,4
22707,KIF9,-0.41145754,,0.6807370782851592,1.0,4
22708,AL359764.1,-0.41244283,,0.6800148840073847,1.0,4
22709,AC106897.1,-0.413034,,0.6795817082464997,1.0,4
22710,IP6K1,-0.413034,,0.6795817082464997,1.0,4
22711,FBXO15,-0.41638398,,0.6771290469346518,1.0,4
22712,ZNF76,-0.41658103,,0.6769848789850621,1.0,4
22713,CRIP2,-0.41736928,,0.6764083255765937,1.0,4
22714,ZNF839,-0.41815752,,0.6758319618138553,1.0,4
22715,CD38,-0.41874868,,0.6753998136246482,1.0,4
22716,IGKJ5,-0.42032516,,0.674247941739251,1.0,4
22717,FCRL6,-0.42170456,,0.6732406796654712,1.0,4
22718,ABCC4,-0.42209867,,0.6729529980205419,1.0,4
22719,HEXD,-0.4224928,,0.6726653642292026,1.0,4
22720,GPLD1,-0.42406926,,0.6715153083336286,1.0,4
22721,Z84485.1,-0.4248575,,0.6709405684608432,1.0,4
22722,BATF3,-0.4256457,,0.6703660210285112,1.0,4
22723,MYOM2,-0.4256457,,0.6703660210285112,1.0,4
22724,SDC4,-0.4256457,,0.6703660210285112,1.0,4
22725,PRKAR2B,-0.4256457,5.9763145,0.6703660210285112,1.0,4
22726,AC068189.2,-0.4256457,,0.6703660210285112,1.0,4
22727,KDM4A-AS1,-0.4276163,,0.6689304962928274,1.0,4
22728,NBPF20,-0.4280104,,0.6686435362967279,1.0,4
22729,ADTRP,-0.4280104,,0.6686435362967279,1.0,4
22730,XCL2,-0.42840454,,0.6683566247026582,1.0,4
22731,TTC13,-0.429981,,0.6672094630742361,1.0,4
22732,LUCAT1,-0.43116334,,0.6663496018554125,1.0,4
22733,FASTKD1,-0.43254274,,0.6653469843801141,1.0,4
22734,PANO1,-0.43293688,,0.6650606320198511,1.0,4
22735,DHRS4-AS1,-0.43313393,,0.6649174741582458,1.0,4
22736,SOX12,-0.43451333,,0.6639157114942262,1.0,4
22737,AC092120.3,-0.43549863,,0.6632005341425294,1.0,4
22738,TMEM62,-0.43628687,,0.6626286131385749,1.0,4
22739,WDR45,-0.43648392,,0.6624856636024916,1.0,4
22740,INTS6L,-0.43865156,,0.6609140311601122,1.0,4
22741,MYLPF,-0.4398339,,0.6600574062785692,1.0,4
22742,AC018511.1,-0.4398339,,0.6600574062785692,1.0,4
22743,SLC29A1,-0.4398339,,0.6600574062785692,1.0,4
22744,AC092117.1,-0.4398339,,0.6600574062785692,1.0,4
22745,AP001059.3,-0.4398339,,0.6600574062785692,1.0,4
22746,PKHD1L1,-0.4398339,,0.6600574062785692,1.0,4
22747,AC100808.1,-0.4398339,,0.6600574062785692,1.0,4
22748,LINC00486,-0.4398339,,0.6600574062785692,1.0,4
22749,AC104695.2,-0.4398339,,0.6600574062785692,1.0,4
22750,YTHDF3-AS1,-0.4398339,,0.6600574062785692,1.0,4
22751,AL359220.1,-0.4412133,,0.6590585735380305,1.0,4
22752,CLU,-0.4418045,6.6781564,0.6586306883102746,1.0,4
22753,DHCR7,-0.44200155,,0.6584880847266377,1.0,4
22754,SLC4A8,-0.4445633,,0.6566353700010088,1.0,4
22755,OR6C75,-0.4445633,,0.6566353700010088,1.0,4
22756,AC005740.5,-0.44811034,,0.6540735561180879,1.0,4
22757,LONRF1,-0.44850448,,0.6537891608137736,1.0,4
22758,ZBTB21,-0.45008093,,0.6526520826103042,1.0,4
22759,AC016949.1,-0.45047507,,0.652367938989092,1.0,4
22760,ZNF649,-0.45086917,,0.6520838458101483,1.0,4
22761,AL133342.1,-0.45086917,,0.6520838458101483,1.0,4
22762,ZNF75A,-0.45106623,,0.6519418181475174,1.0,4
22763,RILP,-0.45126328,,0.6517998031086387,1.0,4
22764,TMED8,-0.4516574,,0.6515158109197059,1.0,4
22765,AP003774.2,-0.4516574,,0.6515158109197059,1.0,4
22766,AL513218.2,-0.45205152,,0.6512318692784709,1.0,4
22767,HERC5,-0.45244563,,0.6509479782200331,1.0,4
22768,GSK3B,-0.45264268,,0.6508060516703257,1.0,4
22769,DBT,-0.45283976,,0.65066413777947,1.0,4
22770,KANK3,-0.45362797,,0.6500966088921654,1.0,4
22771,IGHG2,-0.4540221,,0.6498129205154688,1.0,4
22772,Metazoa_SRP-60,-0.4540221,,0.6498129205154688,1.0,4
22773,KBTBD8,-0.4540221,,0.6498129205154688,1.0,4
22774,KIFC3,-0.4540221,,0.6498129205154688,1.0,4
22775,AC016727.3,-0.4540221,,0.6498129205154688,1.0,4
22776,N4BP3,-0.4540221,,0.6498129205154688,1.0,4
22777,CCR4,-0.45481032,,0.6492456960709327,1.0,4
22778,ITM2C,-0.4554015,,0.6488204111454101,1.0,4
22779,ESYT3,-0.45559856,,0.6486786749378779,1.0,4
22780,UBA7,-0.45697796,,0.6476868780131557,1.0,4
22781,TRMT6,-0.45756915,,0.647262013424985,1.0,4
22782,GLB1L3,-0.45756915,,0.647262013424985,1.0,4
22783,NFU1,-0.45756915,,0.647262013424985,1.0,4
22784,P2RX5,-0.4583574,,0.646695706079256,1.0,4
22785,NUDCD1,-0.46505737,,0.6418903809463667,1.0,4
22786,MACROD2,-0.46564853,,0.6414670969355118,1.0,4
22787,PPBP,-0.46643677,4.372135,0.6409028995050235,1.0,4
22788,ITFG2,-0.46702793,,0.6404798875202117,1.0,4
22789,NOTCH4,-0.46742207,,0.6401979443984234,1.0,4
22790,ZNF275,-0.46761912,,0.6400569923107946,1.0,4
22791,AC010768.2,-0.46821028,,0.6396342139922915,1.0,4
22792,VSIG2,-0.46821028,,0.6396342139922915,1.0,4
22793,SNX15,-0.46821028,,0.6396342139922915,1.0,4
22794,AC022596.2,-0.46821028,,0.6396342139922915,1.0,4
22795,RTKN2,-0.46821028,,0.6396342139922915,1.0,4
22796,ZNF490,-0.46899852,,0.6390706915973812,1.0,4
22797,CAAP1,-0.46939263,,0.6387890084895351,1.0,4
22798,PDRG1,-0.46998382,,0.6383665815357518,1.0,4
22799,BCL2L11,-0.47057498,,0.6379442719338212,1.0,4
22800,PLA2G12A,-0.47254556,,0.6365374222769282,1.0,4
22801,ZSCAN32,-0.4733338,,0.6359750488182301,1.0,4
22802,AC008771.1,-0.47392496,,0.6355534063780585,1.0,4
22803,VPS18,-0.47392496,,0.6355534063780585,1.0,4
22804,SERPINA10,-0.47550145,,0.6344296043038341,1.0,4
22805,GNPDA2,-0.47688085,,0.6334469681996833,1.0,4
22806,LINC02388,-0.47845733,,0.6323247468318974,1.0,4
22807,AC103591.3,-0.4790485,,0.6319041318490852,1.0,4
22808,KCTD9,-0.47924554,,0.6317639533162986,1.0,4
22809,IL3RA,-0.4804279,,0.6309231602586463,1.0,4
22810,AP003108.4,-0.4804279,,0.6309231602586463,1.0,4
22811,AC119396.2,-0.48200437,,0.629802845724762,1.0,4
22812,AC104564.5,-0.48200437,,0.629802845724762,1.0,4
22813,ZFAT,-0.48239848,,0.6295228999707179,1.0,4
22814,GPR27,-0.48239848,,0.6295228999707179,1.0,4
22815,IGHG3,-0.48239848,,0.6295228999707179,1.0,4
22816,LZTS2,-0.48239848,,0.6295228999707179,1.0,4
22817,ZNF860,-0.48239848,,0.6295228999707179,1.0,4
22818,ATP13A4,-0.48239848,,0.6295228999707179,1.0,4
22819,LINC01560,-0.48239848,,0.6295228999707179,1.0,4
22820,UBTD1,-0.48239848,,0.6295228999707179,1.0,4
22821,PRKAR1B,-0.48239848,,0.6295228999707179,1.0,4
22822,LINC02422,-0.48239848,,0.6295228999707179,1.0,4
22823,CENPF,-0.48239848,,0.6295228999707179,1.0,4
22824,SERPINI1,-0.48239848,,0.6295228999707179,1.0,4
22825,DUSP5,-0.48397493,,0.6284036494734295,1.0,4
22826,L3MBTL4,-0.48555142,,0.627285252604679,1.0,4
22827,INAFM2,-0.4865367,,0.6265866889899974,1.0,4
22828,FO393401.1,-0.48673376,,0.62644701642618,1.0,4
22829,OAS3,-0.48771906,,0.6257488546303503,1.0,4
22830,NUDT18,-0.4898867,,0.6242140800761746,1.0,4
22831,SIGLEC6,-0.4916602,,0.6229595667790592,1.0,4
22832,RNASEH2A,-0.49185726,,0.6228202438532192,1.0,4
22833,AC114490.3,-0.49284256,,0.6221238318532856,1.0,4
22834,LMNA,-0.49284256,,0.6221238318532856,1.0,4
22835,SMIM3,-0.49382785,,0.6214277579442679,1.0,4
22836,C2orf69,-0.4940249,,0.6212885837783833,1.0,4
22837,DSN1,-0.4946161,,0.6208711425861266,1.0,4
22838,ZNF250,-0.4946161,,0.6208711425861266,1.0,4
22839,VDR,-0.49579844,,0.6200366264432113,1.0,4
22840,AC103739.3,-0.4959955,,0.6198975879427224,1.0,4
22841,SDK2,-0.49658668,,0.6194805539912716,1.0,4
22842,VSTM1,-0.49658668,,0.6194805539912716,1.0,4
22843,AC068050.1,-0.49658668,,0.6194805539912716,1.0,4
22844,AC114546.4,-0.49658668,,0.6194805539912716,1.0,4
22845,COL4A2,-0.49658668,,0.6194805539912716,1.0,4
22846,LRRCC1,-0.49658668,,0.6194805539912716,1.0,4
22847,NEURL4,-0.49658668,,0.6194805539912716,1.0,4
22848,LINC01781,-0.49658668,,0.6194805539912716,1.0,4
22849,NIPSNAP3B,-0.49658668,,0.6194805539912716,1.0,4
22850,HS3ST1,-0.49658668,,0.6194805539912716,1.0,4
22851,ELMOD2,-0.49757197,,0.6187857694829308,1.0,4
22852,ZNF417,-0.49776903,,0.6186468534294449,1.0,4
22853,UBFD1,-0.5013161,,0.6161486983583931,1.0,4
22854,STX2,-0.50289255,,0.6150398304418383,1.0,4
22855,EREG,-0.5030896,,0.6149012836974526,1.0,4
22856,RN7SL1,-0.50328666,,0.6147627506876234,1.0,4
22857,TTC38,-0.50328666,,0.6147627506876234,1.0,4
22858,DNPH1,-0.50368077,,0.6144857258877036,1.0,4
22859,ATP11C,-0.5038778,,0.6143472341056433,1.0,4
22860,KDM7A-DT,-0.5038778,,0.6143472341056433,1.0,4
22861,MICB,-0.50565135,,0.6131014273259732,1.0,4
22862,MYO18A,-0.50565135,,0.6131014273259732,1.0,4
22863,CIPC,-0.50604546,,0.6128247329255607,1.0,4
22864,Metazoa_SRP-155,-0.50604546,,0.6128247329255607,1.0,4
22865,KIF20B,-0.5068337,,0.6122715096926574,1.0,4
22866,IGLC3,-0.5074249,,0.6118567372656859,1.0,4
22867,WDR83,-0.50762194,,0.6117185074299148,1.0,4
22868,HSF2,-0.50841016,,0.6111657263925216,1.0,4
22869,HSH2D,-0.5086072,,0.611027565729503,1.0,4
22870,THBD,-0.51077485,,0.6095087131786646,1.0,4
22871,NME8,-0.51077485,,0.6095087131786646,1.0,4
22872,CXCR2P1,-0.51077485,8.212376,0.6095087131786646,1.0,4
22873,XAF1,-0.51077485,,0.6095087131786646,1.0,4
22874,AP001350.1,-0.51077485,,0.6095087131786646,1.0,4
22875,FKBP4,-0.511366,,0.6090947721358454,1.0,4
22876,TAPT1,-0.51274544,,0.6081293964578851,1.0,4
22877,AC139256.1,-0.5162925,,0.6056501392843217,1.0,4
22878,ATAD2,-0.5166866,,0.6053749458556383,1.0,4
22879,DHX32,-0.5168837,,0.605237370151795,1.0,4
22880,NCK2,-0.51747483,,0.6048247271292405,1.0,4
22881,ZCCHC17,-0.51747483,,0.6048247271292405,1.0,4
22882,AC092338.3,-0.5182631,,0.6042747327861396,1.0,4
22883,FAM135A,-0.5198395,,0.6031754182497386,1.0,4
22884,ZNF117,-0.52043074,,0.6027634073592354,1.0,4
22885,SLC25A33,-0.5218101,,0.6018025416816157,1.0,4
22886,AP002762.2,-0.5249631,,0.5996088755827016,1.0,4
22887,PTPRK,-0.5249631,,0.5996088755827016,1.0,4
22888,CDK2,-0.5249631,,0.5996088755827016,1.0,4
22889,C9orf40,-0.5249631,,0.5996088755827016,1.0,4
22890,KRT8,-0.5253572,,0.59933492208267,1.0,4
22891,PPAT,-0.5269336,,0.5982396755574975,1.0,4
22892,DDX55,-0.5269336,,0.5982396755574975,1.0,4
22893,STARD9,-0.5275248,,0.5978291924688385,1.0,4
22894,FUT11,-0.528116,,0.5974188373731746,1.0,4
22895,EHHADH,-0.5289042,,0.5968718965246385,1.0,4
22896,AC022034.1,-0.52910125,,0.5967351969235586,1.0,4
22897,TTTY14,-0.53442186,,0.5930497074644178,1.0,4
22898,AZIN1-AS1,-0.53718066,,0.5911428280109539,1.0,4
22899,LMNB2,-0.53718066,,0.5911428280109539,1.0,4
22900,CNTNAP2,-0.53915125,,0.5897824995551595,1.0,4
22901,RHOBTB2,-0.53915125,,0.5897824995551595,1.0,4
22902,ZNF185,-0.53915125,,0.5897824995551595,1.0,4
22903,PF4,-0.53915125,3.897642,0.5897824995551595,1.0,4
22904,AP001059.2,-0.53915125,,0.5897824995551595,1.0,4
22905,ANKRD52,-0.54033357,,0.588966995603016,1.0,4
22906,NEIL1,-0.54072773,,0.5886952766522067,1.0,4
22907,B4GALT1,-0.5409248,,0.5885594388873469,1.0,4
22908,SLC2A11,-0.5409248,,0.5885594388873469,1.0,4
22909,OTUD3,-0.54269826,,0.5873375509912375,1.0,4
22910,NMUR1,-0.54388064,,0.5865236119415187,1.0,4
22911,CKS2,-0.5444718,,0.5861168385818989,1.0,4
22912,ULK1,-0.5454571,,0.5854391739436381,1.0,4
22913,TOM1L2,-0.54585123,,0.5851682100110622,1.0,4
22914,UBE2D4,-0.54624534,,0.5848973043643947,1.0,4
22915,ADNP,-0.54663944,,0.5846264570331677,1.0,4
22916,NT5E,-0.54703355,,0.5843556680468895,1.0,4
22917,RAB8B,-0.5474277,,0.5840849374350436,1.0,4
22918,PABPC1L,-0.5482159,,0.5835436514524601,1.0,4
22919,PRC1-AS1,-0.5492012,,0.5828673728546314,1.0,4
22920,CSTF1,-0.54998946,,0.5823266133670184,1.0,4
22921,MEG3,-0.5501865,,0.5821914601076961,1.0,4
22922,GAMT,-0.5521571,,0.5808407339971572,1.0,4
22923,CAMK2D,-0.5521571,,0.5808407339971572,1.0,4
22924,APOBR,-0.5525512,,0.5805707649247771,1.0,4
22925,BBS7,-0.55274826,,0.5804358024310017,1.0,4
22926,TMA16,-0.5529453,,0.5803008546370235,1.0,4
22927,BEND5,-0.5533394,,0.5800310031630116,1.0,4
22928,AF064858.1,-0.5533394,,0.5800310031630116,1.0,4
22929,HES1,-0.5533394,,0.5800310031630116,1.0,4
22930,PXYLP1,-0.5533394,,0.5800310031630116,1.0,4
22931,AC068831.1,-0.5533394,,0.5800310031630116,1.0,4
22932,IGHG1,-0.5533394,,0.5800310031630116,1.0,4
22933,ESAM,-0.5533394,,0.5800310031630116,1.0,4
22934,ABI2,-0.5533394,,0.5800310031630116,1.0,4
22935,SNHG19,-0.55432475,,0.5793566319789494,1.0,4
22936,UVRAG,-0.55471885,,0.5790869865819614,1.0,4
22937,C5orf63,-0.55550706,,0.5785478726503335,1.0,4
22938,TRIM21,-0.5557041,,0.5784131310348732,1.0,4
22939,ADGRG1,-0.55668944,,0.5777396443430886,1.0,4
22940,ZC3H12D,-0.5580688,,0.5767973835110818,1.0,4
22941,WDR5,-0.5584629,,0.5765282992539968,1.0,4
22942,ZNF829,-0.55866003,,0.5763937793306952,1.0,4
22943,GRASP,-0.5608277,,0.5749150383108363,1.0,4
22944,YJU2,-0.5610247,,0.5747806963237283,1.0,4
22945,MZB1,-0.5612218,,0.5746463691879131,1.0,4
22946,TNK2,-0.5616159,,0.5743777594844552,1.0,4
22947,PGBD2,-0.5624041,,0.5738407184501984,1.0,4
22948,MIR181A1HG,-0.5627982,,0.573572287176469,1.0,4
22949,INTS1,-0.56319237,,0.5733039154363442,1.0,4
22950,BTBD19,-0.5635865,,0.5730356032582966,1.0,4
22951,TMEM91,-0.56555706,,0.571694936794025,1.0,4
22952,AC120049.1,-0.56595117,,0.571426982584978,1.0,4
22953,AC090825.1,-0.5665423,,0.5710251633315401,1.0,4
22954,ANK3,-0.56733054,,0.570489613654243,1.0,4
22955,AC073130.3,-0.56752765,,0.5703557636383167,1.0,4
22956,AC093484.2,-0.56752765,,0.5703557636383167,1.0,4
22957,COPZ2,-0.56752765,,0.5703557636383167,1.0,4
22958,PCDHB16,-0.56752765,,0.5703557636383167,1.0,4
22959,CNFN,-0.56752765,,0.5703557636383167,1.0,4
22960,PTCH2,-0.5685129,,0.5696867381552612,1.0,4
22961,CXCR3,-0.5691041,,0.5692855026693611,1.0,4
22962,GPD2,-0.5714688,,0.5676819113615634,1.0,4
22963,NFKBIE,-0.57383347,,0.566080485604498,1.0,4
22964,JRK,-0.57422763,,0.5658137922743625,1.0,4
22965,FADS3,-0.57501584,,0.5652805866894702,1.0,4
22966,AC243960.3,-0.57580405,,0.5647476227232899,1.0,4
22967,ZNF43,-0.5767894,,0.5640817578792789,1.0,4
22968,L3MBTL2,-0.5767894,,0.5640817578792789,1.0,4
22969,AC119396.1,-0.5775776,,0.5635493383644428,1.0,4
22970,SOS2,-0.57875997,,0.5627511635431051,1.0,4
22971,DDX58,-0.58013934,,0.5618206497218112,1.0,4
22972,CDK14,-0.5817158,,0.5607581168650508,1.0,4
22973,AC005332.1,-0.5821099,,0.5604926357630063,1.0,4
22974,LINC00937,-0.58250403,,0.5602272155604036,1.0,4
22975,FRAT1,-0.5832923,,0.5596965579624897,1.0,4
22976,IFIT3,-0.5842776,,0.5590335790092746,1.0,4
22977,MPND,-0.5844746,,0.5589010289918086,1.0,4
22978,ZNF12,-0.585657,,0.5581060495839321,1.0,4
22979,NTHL1,-0.5860511,,0.5578411786994325,1.0,4
22980,AC026523.2,-0.5876276,,0.5567823071391219,1.0,4
22981,ADM,-0.5876276,,0.5567823071391219,1.0,4
22982,C6orf226,-0.5888099,,0.5559887967999244,1.0,4
22983,SULT1A3,-0.589204,,0.5557244160361743,1.0,4
22984,SLC16A4,-0.5895981,,0.5554600966584679,1.0,4
22985,DZANK1,-0.5907805,,0.5546675071094187,1.0,4
22986,RPLP0P2,-0.59137166,,0.5542714198288856,1.0,4
22987,TREML2,-0.595904,,0.5512393569031091,1.0,4
22988,TTC21A,-0.595904,,0.5512393569031091,1.0,4
22989,AC025171.4,-0.595904,,0.5512393569031091,1.0,4
22990,PHLDA2,-0.595904,,0.5512393569031091,1.0,4
22991,LPP-AS2,-0.595904,,0.5512393569031091,1.0,4
22992,ANKRD55,-0.595904,,0.5512393569031091,1.0,4
22993,CDH23,-0.5972834,,0.5503181765408911,1.0,4
22994,C10orf143,-0.5986628,,0.5493977548238833,1.0,4
22995,ENAH,-0.602604,,0.5467721688011464,1.0,4
22996,FAXC,-0.602801,,0.5466410527761605,1.0,4
22997,AL449283.1,-0.60319513,,0.5463788674512486,1.0,4
22998,TAF5L,-0.6043775,,0.5455926855101005,1.0,4
22999,FAM3C,-0.60615104,,0.5444144658034858,1.0,4
23000,RING1,-0.60812163,,0.5431068176337053,1.0,4
23001,FAH,-0.6083187,,0.5429761388986809,1.0,4
23002,CD200,-0.6100922,,0.5418007355496631,1.0,4
23003,AL161781.2,-0.6100922,,0.5418007355496631,1.0,4
23004,AC090181.3,-0.6100922,,0.5418007355496631,1.0,4
23005,VNN3,-0.6100922,,0.5418007355496631,1.0,4
23006,METTL4,-0.6104863,,0.5415397073441526,1.0,4
23007,HELZ2,-0.61088043,,0.5412787419351699,1.0,4
23008,ARSD,-0.61088043,,0.5412787419351699,1.0,4
23009,LINC00511,-0.61127454,,0.5410178393481334,1.0,4
23010,PIGO,-0.6118657,,0.540626603314267,1.0,4
23011,DMXL1,-0.61206275,,0.5404962227414438,1.0,4
23012,ORMDL3,-0.61403334,,0.5391932823831183,1.0,4
23013,AGL,-0.616201,,0.5377618679372296,1.0,4
23014,GCNT4,-0.6171863,,0.5371118563820366,1.0,4
23015,DOP1A,-0.619551,,0.5355534416329972,1.0,4
23016,AC011773.1,-0.62053627,,0.5349047752013967,1.0,4
23017,CCNG2,-0.62171865,,0.5341268988699669,1.0,4
23018,WEE2-AS1,-0.6227039,,0.5334791052026976,1.0,4
23019,CDKN2C,-0.623098,,0.5332200989661814,1.0,4
23020,ZNF815P,-0.6238863,,0.5327022773092535,1.0,4
23021,SLC2A8,-0.6242804,,0.5324434619380065,1.0,4
23022,LINC02446,-0.6242804,,0.5324434619380065,1.0,4
23023,RAB30,-0.6266451,,0.5308919076561853,1.0,4
23024,TOP1MT,-0.6266451,,0.5308919076561853,1.0,4
23025,SLC25A40,-0.62684214,,0.5307627150968974,1.0,4
23026,ZKSCAN2-DT,-0.6270392,,0.5306335384950556,1.0,4
23027,LZTFL1,-0.6270392,,0.5306335384950556,1.0,4
23028,STRADB,-0.62723625,,0.5305043778537043,1.0,4
23029,AC025164.1,-0.6284186,,0.5297297493461883,1.0,4
23030,USP46,-0.6294039,,0.5290846650603371,1.0,4
23031,EIF5A2,-0.629798,,0.5288267433031024,1.0,4
23032,IGF1R,-0.62999505,,0.5286978064273906,1.0,4
23033,SLFN12,-0.63196564,,0.5274093184958829,1.0,4
23034,ICA1L,-0.63570976,,0.5249656118378823,1.0,4
23035,NR4A1,-0.6370892,,0.5240667622224826,1.0,4
23036,ABCA7,-0.6382715,,0.5232969480873311,1.0,4
23037,SLC25A14,-0.63846856,,0.5231687021739817,1.0,4
23038,LINC01252,-0.63846856,,0.5231687021739817,1.0,4
23039,TPRN,-0.63846856,,0.5231687021739817,1.0,4
23040,LINC00608,-0.63846856,,0.5231687021739817,1.0,4
23041,AP000648.4,-0.63846856,,0.5231687021739817,1.0,4
23042,AC098818.2,-0.63846856,,0.5231687021739817,1.0,4
23043,IFIH1,-0.6414245,,0.5212469512387952,1.0,4
23044,ELOVL1,-0.64319795,,0.5200956473071374,1.0,4
23045,SETDB2,-0.64319795,,0.5200956473071374,1.0,4
23046,PNPLA6,-0.64438033,,0.519328840429754,1.0,4
23047,FGFBP2,-0.64556265,,0.518562617546603,1.0,4
23048,RYR3,-0.6457597,,0.5184349705539166,1.0,4
23049,AC006230.1,-0.6469421,,0.5176694297878588,1.0,4
